AOU_Code,AcceptedTSN,Admin_Sheet,Admin_Unit_Code,Common_Name,Date,Distance,Disturbance,End_Time,Flyover_Observed,Habitat,Humidity,ID_Method,Initial_Three_Min_Cnt,Interval_Length,Location_Type,NPSTaxonCode,Observer,PIF_Watchlist_Status,Plot_Name,Regional_Stewardship_Status,Scientific_Name,Sex,Site_Name,Sky,Start_Time,Sub_Unit_Code,Temperature,Visit,Wind,Year
FISP,179443.0,ANTI,ANTI,Field Sparrow,2018-06-25 00:00:00,<= 50 Meters,Moderate effect on count,10:47:00,False,Grassland,53.4000015258789,Singing,True,0-2.5 min,Grassland,84790.0,Brian Swimelar,False,ANTI-0136,True,Spizella pusilla,Male,Grassland_Site,Clear or Few Clouds,10:37:00,,31.3999996185303,2,Light air movement (1-3 mph) smoke drifts,2018
FISP,179443.0,ANTI,ANTI,Field Sparrow,2018-06-25 00:00:00,<= 50 Meters,Moderate effect on count,10:47:00,False,Grassland,53.4000015258789,Singing,True,0-2.5 min,Grassland,84790.0,Brian Swimelar,False,ANTI-0136,True,Spizella pusilla,Male,Grassland_Site,Clear or Few Clouds,10:37:00,,31.3999996185303,2,Light air movement (1-3 mph) smoke drifts,2018
TRES,178431.0,ANTI,ANTI,Tree Swallow,2018-06-25 00:00:00,,Moderate effect on count,10:47:00,True,Grassland,53.4000015258789,Visualization,False,2.5 - 5 min,Grassland,87391.0,Brian Swimelar,False,ANTI-0136,False,Tachycineta bicolor,Undetermined,Grassland_Site,Clear or Few Clouds,10:37:00,,31.3999996185303,2,Light air movement (1-3 mph) smoke drifts,2018
GRCA,178625.0,ANTI,ANTI,Gray Catbird,2018-07-17 00:00:00,<= 50 Meters,Slight effect on count,05:39:00,False,Grassland,85.4000015258789,Singing,True,0-2.5 min,Grassland,89977.0,Elizabeth Oswald,False,ANTI-0143,False,Dumetella carolinensis,Undetermined,Grassland_Site,Partly Cloudy,05:29:00,,20.8999996185303,3,Calm (< 1 mph) smoke rises vertically,2018
FISP,179443.0,ANTI,ANTI,Field Sparrow,2018-07-17 00:00:00,50 - 100 Meters,Slight effect on count,05:39:00,False,Grassland,85.4000015258789,Singing,True,0-2.5 min,Grassland,84790.0,Elizabeth Oswald,False,ANTI-0143,True,Spizella pusilla,Male,Grassland_Site,Partly Cloudy,05:29:00,,20.8999996185303,3,Calm (< 1 mph) smoke rises vertically,2018
TRES,178431.0,ANTI,ANTI,Tree Swallow,2018-07-17 00:00:00,<= 50 Meters,Slight effect on count,05:39:00,False,Grassland,85.4000015258789,Visualization,False,7.5 - 10 min,Grassland,87391.0,Elizabeth Oswald,False,ANTI-0143,False,Tachycineta bicolor,Undetermined,Grassland_Site,Partly Cloudy,05:29:00,,20.8999996185303,3,Calm (< 1 mph) smoke rises vertically,2018
GRSP,179333.0,ANTI,ANTI,Grasshopper Sparrow,2018-07-17 00:00:00,50 - 100 Meters,Slight effect on count,05:39:00,False,Grassland,85.4000015258789,Singing,False,7.5 - 10 min,Grassland,83867.0,Elizabeth Oswald,False,ANTI-0143,False,Ammodramus savannarum,Male,Grassland_Site,Partly Cloudy,05:29:00,,20.8999996185303,3,Calm (< 1 mph) smoke rises vertically,2018
CHSP,179435.0,ANTI,ANTI,Chipping Sparrow,2018-07-17 00:00:00,50 - 100 Meters,Slight effect on count,05:39:00,False,Grassland,85.4000015258789,Singing,False,7.5 - 10 min,Grassland,84781.0,Elizabeth Oswald,False,ANTI-0143,False,Spizella passerina,Male,Grassland_Site,Partly Cloudy,05:29:00,,20.8999996185303,3,Calm (< 1 mph) smoke rises vertically,2018
FISP,179443.0,ANTI,ANTI,Field Sparrow,2018-07-17 00:00:00,<= 50 Meters,Slight effect on count,05:39:00,False,Grassland,85.4000015258789,Singing,False,5 - 7.5 min,Grassland,84790.0,Elizabeth Oswald,False,ANTI-0143,True,Spizella pusilla,Male,Grassland_Site,Partly Cloudy,05:29:00,,20.8999996185303,3,Calm (< 1 mph) smoke rises vertically,2018
AMGO,179236.0,ANTI,ANTI,American Goldfinch,2018-07-17 00:00:00,50 - 100 Meters,Slight effect on count,05:39:00,False,Grassland,85.4000015258789,Calling,False,5 - 7.5 min,Grassland,95286.0,Elizabeth Oswald,False,ANTI-0143,False,Carduelis tristis,Undetermined,Grassland_Site,Partly Cloudy,05:29:00,,20.8999996185303,3,Calm (< 1 mph) smoke rises vertically,2018
EATO,179276.0,ANTI,ANTI,Eastern Towhee,2018-07-17 00:00:00,<= 50 Meters,Slight effect on count,05:39:00,False,Grassland,85.4000015258789,Singing,True,0-2.5 min,Grassland,83803.0,Elizabeth Oswald,False,ANTI-0143,True,Pipilo erythrophthalmus,Male,Grassland_Site,Partly Cloudy,05:29:00,,20.8999996185303,3,Calm (< 1 mph) smoke rises vertically,2018
GRCA,178625.0,ANTI,ANTI,Gray Catbird,2018-07-17 00:00:00,50 - 100 Meters,Slight effect on count,05:39:00,False,Grassland,85.4000015258789,Singing,True,0-2.5 min,Grassland,89977.0,Elizabeth Oswald,False,ANTI-0143,False,Dumetella carolinensis,Undetermined,Grassland_Site,Partly Cloudy,05:29:00,,20.8999996185303,3,Calm (< 1 mph) smoke rises vertically,2018
GRSP,179333.0,ANTI,ANTI,Grasshopper Sparrow,2018-07-17 00:00:00,50 - 100 Meters,Slight effect on count,05:39:00,False,Grassland,85.4000015258789,Singing,True,0-2.5 min,Grassland,83867.0,Elizabeth Oswald,False,ANTI-0143,False,Ammodramus savannarum,Male,Grassland_Site,Partly Cloudy,05:29:00,,20.8999996185303,3,Calm (< 1 mph) smoke rises vertically,2018
NOCA,179124.0,ANTI,ANTI,Northern Cardinal,2018-07-17 00:00:00,50 - 100 Meters,Slight effect on count,05:39:00,False,Grassland,85.4000015258789,Singing,True,0-2.5 min,Grassland,94228.0,Elizabeth Oswald,False,ANTI-0143,False,Cardinalis cardinalis,Undetermined,Grassland_Site,Partly Cloudy,05:29:00,,20.8999996185303,3,Calm (< 1 mph) smoke rises vertically,2018
NOCA,179124.0,ANTI,ANTI,Northern Cardinal,2018-07-17 00:00:00,50 - 100 Meters,Slight effect on count,05:39:00,False,Grassland,85.4000015258789,Singing,False,2.5 - 5 min,Grassland,94228.0,Elizabeth Oswald,False,ANTI-0143,False,Cardinalis cardinalis,Undetermined,Grassland_Site,Partly Cloudy,05:29:00,,20.8999996185303,3,Calm (< 1 mph) smoke rises vertically,2018
NOCA,179124.0,ANTI,ANTI,Northern Cardinal,2018-07-17 00:00:00,<= 50 Meters,Slight effect on count,05:39:00,False,Grassland,85.4000015258789,Singing,True,0-2.5 min,Grassland,94228.0,Elizabeth Oswald,False,ANTI-0143,False,Cardinalis cardinalis,Undetermined,Grassland_Site,Partly Cloudy,05:29:00,,20.8999996185303,3,Calm (< 1 mph) smoke rises vertically,2018
MODO,177125.0,ANTI,ANTI,Mourning Dove,2018-07-17 00:00:00,50 - 100 Meters,Slight effect on count,05:39:00,False,Grassland,85.4000015258789,Singing,True,0-2.5 min,Grassland,82737.0,Elizabeth Oswald,False,ANTI-0143,False,Zenaida macroura,Undetermined,Grassland_Site,Partly Cloudy,05:29:00,,20.8999996185303,3,Calm (< 1 mph) smoke rises vertically,2018
NOCA,179124.0,ANTI,ANTI,Northern Cardinal,2018-07-17 00:00:00,<= 50 Meters,Slight effect on count,05:39:00,False,Grassland,85.4000015258789,Singing,True,0-2.5 min,Grassland,94228.0,Elizabeth Oswald,False,ANTI-0143,False,Cardinalis cardinalis,Undetermined,Grassland_Site,Partly Cloudy,05:29:00,,20.8999996185303,3,Calm (< 1 mph) smoke rises vertically,2018
TRES,178431.0,ANTI,ANTI,Tree Swallow,2018-07-13 00:00:00,<= 50 Meters,Slight effect on count,06:07:00,False,Grassland,67.6999969482422,Visualization,False,2.5 - 5 min,Grassland,87391.0,Kimberly Serno,False,ANTI-0115,False,Tachycineta bicolor,Undetermined,Grassland_Site,Partly Cloudy,05:57:00,,20.7000007629395,3,Light air movement (1-3 mph) smoke drifts,2018
GRSP,179333.0,ANTI,ANTI,Grasshopper Sparrow,2018-07-13 00:00:00,<= 50 Meters,Slight effect on count,06:07:00,False,Grassland,67.6999969482422,Singing,True,0-2.5 min,Grassland,83867.0,Kimberly Serno,False,ANTI-0115,False,Ammodramus savannarum,Male,Grassland_Site,Partly Cloudy,05:57:00,,20.7000007629395,3,Light air movement (1-3 mph) smoke drifts,2018
NOMO,178620.0,ANTI,ANTI,Northern Mockingbird,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,06:07:00,False,Grassland,67.6999969482422,Singing,True,0-2.5 min,Grassland,88394.0,Kimberly Serno,False,ANTI-0115,False,Mimus polyglottos,Undetermined,Grassland_Site,Partly Cloudy,05:57:00,,20.7000007629395,3,Light air movement (1-3 mph) smoke drifts,2018
RBWO,178195.0,ANTI,ANTI,Red-bellied Woodpecker,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,06:07:00,False,Grassland,67.6999969482422,Calling,False,5 - 7.5 min,Grassland,84865.0,Kimberly Serno,False,ANTI-0115,False,Melanerpes carolinus,Undetermined,Grassland_Site,Partly Cloudy,05:57:00,,20.7000007629395,3,Light air movement (1-3 mph) smoke drifts,2018
CHSP,179435.0,ANTI,ANTI,Chipping Sparrow,2018-07-13 00:00:00,<= 50 Meters,Slight effect on count,06:07:00,False,Grassland,67.6999969482422,Singing,False,5 - 7.5 min,Grassland,84781.0,Kimberly Serno,False,ANTI-0115,False,Spizella passerina,Male,Grassland_Site,Partly Cloudy,05:57:00,,20.7000007629395,3,Light air movement (1-3 mph) smoke drifts,2018
MODO,177125.0,ANTI,ANTI,Mourning Dove,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,06:07:00,False,Grassland,67.6999969482422,Calling,False,5 - 7.5 min,Grassland,82737.0,Kimberly Serno,False,ANTI-0115,False,Zenaida macroura,Undetermined,Grassland_Site,Partly Cloudy,05:57:00,,20.7000007629395,3,Light air movement (1-3 mph) smoke drifts,2018
EAME,179034.0,ANTI,ANTI,Eastern Meadowlark,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,06:07:00,False,Grassland,67.6999969482422,Singing,False,5 - 7.5 min,Grassland,93601.0,Kimberly Serno,False,ANTI-0115,False,Sturnella magna,Male,Grassland_Site,Partly Cloudy,05:57:00,,20.7000007629395,3,Light air movement (1-3 mph) smoke drifts,2018
FISP,179443.0,ANTI,ANTI,Field Sparrow,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,06:07:00,False,Grassland,67.6999969482422,Singing,True,0-2.5 min,Grassland,84790.0,Kimberly Serno,False,ANTI-0115,True,Spizella pusilla,Male,Grassland_Site,Partly Cloudy,05:57:00,,20.7000007629395,3,Light air movement (1-3 mph) smoke drifts,2018
WAVI,179023.0,ANTI,ANTI,Warbling Vireo,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,06:07:00,False,Grassland,67.6999969482422,Singing,True,0-2.5 min,Grassland,93589.0,Kimberly Serno,False,ANTI-0115,False,Vireo gilvus,Male,Grassland_Site,Partly Cloudy,05:57:00,,20.7000007629395,3,Light air movement (1-3 mph) smoke drifts,2018
SOSP,179492.0,ANTI,ANTI,Song Sparrow,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,06:07:00,False,Grassland,67.6999969482422,Singing,True,0-2.5 min,Grassland,85643.0,Kimberly Serno,False,ANTI-0115,False,Melospiza melodia,Male,Grassland_Site,Partly Cloudy,05:57:00,,20.7000007629395,3,Light air movement (1-3 mph) smoke drifts,2018
EAME,179034.0,ANTI,ANTI,Eastern Meadowlark,2018-07-13 00:00:00,<= 50 Meters,Slight effect on count,06:07:00,False,Grassland,67.6999969482422,Singing,True,0-2.5 min,Grassland,93601.0,Kimberly Serno,False,ANTI-0115,False,Sturnella magna,Male,Grassland_Site,Partly Cloudy,05:57:00,,20.7000007629395,3,Light air movement (1-3 mph) smoke drifts,2018
AMCR,179731.0,ANTI,ANTI,American Crow,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,06:07:00,False,Grassland,67.6999969482422,Calling,False,2.5 - 5 min,Grassland,87106.0,Kimberly Serno,False,ANTI-0115,False,Corvus brachyrhynchos,Undetermined,Grassland_Site,Partly Cloudy,05:57:00,,20.7000007629395,3,Light air movement (1-3 mph) smoke drifts,2018
GRSP,179333.0,ANTI,ANTI,Grasshopper Sparrow,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,06:07:00,False,Grassland,67.6999969482422,Singing,True,0-2.5 min,Grassland,83867.0,Kimberly Serno,False,ANTI-0115,False,Ammodramus savannarum,Male,Grassland_Site,Partly Cloudy,05:57:00,,20.7000007629395,3,Light air movement (1-3 mph) smoke drifts,2018
GRCA,178625.0,ANTI,ANTI,Gray Catbird,2018-07-13 00:00:00,<= 50 Meters,Slight effect on count,06:07:00,False,Grassland,67.6999969482422,Calling,False,2.5 - 5 min,Grassland,89977.0,Kimberly Serno,False,ANTI-0115,False,Dumetella carolinensis,Undetermined,Grassland_Site,Partly Cloudy,05:57:00,,20.7000007629395,3,Light air movement (1-3 mph) smoke drifts,2018
INBU,179150.0,ANTI,ANTI,Indigo Bunting,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,06:07:00,False,Grassland,67.6999969482422,Singing,True,0-2.5 min,Grassland,94257.0,Kimberly Serno,False,ANTI-0115,True,Passerina cyanea,Male,Grassland_Site,Partly Cloudy,05:57:00,,20.7000007629395,3,Light air movement (1-3 mph) smoke drifts,2018
GRSP,179333.0,ANTI,ANTI,Grasshopper Sparrow,2018-07-13 00:00:00,<= 50 Meters,Slight effect on count,05:49:00,False,Grassland,62.7000007629395,Visualization,False,5 - 7.5 min,Grassland,83867.0,Kimberly Serno,False,ANTI-0125,False,Ammodramus savannarum,Undetermined,Grassland_Site,Partly Cloudy,05:39:00,,21.3999996185303,3,Light air movement (1-3 mph) smoke drifts,2018
EAKI,178279.0,ANTI,ANTI,Eastern Kingbird,2018-07-13 00:00:00,<= 50 Meters,Slight effect on count,05:49:00,False,Grassland,62.7000007629395,Visualization,False,5 - 7.5 min,Grassland,85757.0,Kimberly Serno,False,ANTI-0125,False,Tyrannus tyrannus,Undetermined,Grassland_Site,Partly Cloudy,05:39:00,,21.3999996185303,3,Light air movement (1-3 mph) smoke drifts,2018
FISP,179443.0,ANTI,ANTI,Field Sparrow,2018-07-13 00:00:00,<= 50 Meters,Slight effect on count,05:49:00,False,Grassland,62.7000007629395,Singing,False,5 - 7.5 min,Grassland,84790.0,Kimberly Serno,False,ANTI-0125,True,Spizella pusilla,Male,Grassland_Site,Partly Cloudy,05:39:00,,21.3999996185303,3,Light air movement (1-3 mph) smoke drifts,2018
MODO,177125.0,ANTI,ANTI,Mourning Dove,2018-07-13 00:00:00,,Slight effect on count,05:49:00,True,Grassland,62.7000007629395,Visualization,False,2.5 - 5 min,Grassland,82737.0,Kimberly Serno,False,ANTI-0125,False,Zenaida macroura,Undetermined,Grassland_Site,Partly Cloudy,05:39:00,,21.3999996185303,3,Light air movement (1-3 mph) smoke drifts,2018
GRSP,179333.0,ANTI,ANTI,Grasshopper Sparrow,2018-07-13 00:00:00,<= 50 Meters,Slight effect on count,05:49:00,False,Grassland,62.7000007629395,Singing,True,0-2.5 min,Grassland,83867.0,Kimberly Serno,False,ANTI-0125,False,Ammodramus savannarum,Male,Grassland_Site,Partly Cloudy,05:39:00,,21.3999996185303,3,Light air movement (1-3 mph) smoke drifts,2018
EAME,179034.0,ANTI,ANTI,Eastern Meadowlark,2018-07-13 00:00:00,<= 50 Meters,Slight effect on count,05:49:00,False,Grassland,62.7000007629395,Singing,True,0-2.5 min,Grassland,93601.0,Kimberly Serno,False,ANTI-0125,False,Sturnella magna,Male,Grassland_Site,Partly Cloudy,05:39:00,,21.3999996185303,3,Light air movement (1-3 mph) smoke drifts,2018
GRSP,179333.0,ANTI,ANTI,Grasshopper Sparrow,2018-07-13 00:00:00,<= 50 Meters,Slight effect on count,05:49:00,False,Grassland,62.7000007629395,Singing,True,0-2.5 min,Grassland,83867.0,Kimberly Serno,False,ANTI-0125,False,Ammodramus savannarum,Male,Grassland_Site,Partly Cloudy,05:39:00,,21.3999996185303,3,Light air movement (1-3 mph) smoke drifts,2018
NOMO,178620.0,ANTI,ANTI,Northern Mockingbird,2018-07-13 00:00:00,<= 50 Meters,Slight effect on count,05:49:00,False,Grassland,62.7000007629395,Singing,True,0-2.5 min,Grassland,88394.0,Kimberly Serno,False,ANTI-0125,False,Mimus polyglottos,Undetermined,Grassland_Site,Partly Cloudy,05:39:00,,21.3999996185303,3,Light air movement (1-3 mph) smoke drifts,2018
CHSP,179435.0,ANTI,ANTI,Chipping Sparrow,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,05:49:00,False,Grassland,62.7000007629395,Singing,True,0-2.5 min,Grassland,84781.0,Kimberly Serno,False,ANTI-0125,False,Spizella passerina,Male,Grassland_Site,Partly Cloudy,05:39:00,,21.3999996185303,3,Light air movement (1-3 mph) smoke drifts,2018
FISP,179443.0,ANTI,ANTI,Field Sparrow,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,05:49:00,False,Grassland,62.7000007629395,Singing,True,0-2.5 min,Grassland,84790.0,Kimberly Serno,False,ANTI-0125,True,Spizella pusilla,Male,Grassland_Site,Partly Cloudy,05:39:00,,21.3999996185303,3,Light air movement (1-3 mph) smoke drifts,2018
SOSP,179492.0,ANTI,ANTI,Song Sparrow,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,05:49:00,False,Grassland,62.7000007629395,Singing,True,2.5 - 5 min,Grassland,85643.0,Kimberly Serno,False,ANTI-0125,False,Melospiza melodia,Male,Grassland_Site,Partly Cloudy,05:39:00,,21.3999996185303,3,Light air movement (1-3 mph) smoke drifts,2018
EAKI,178279.0,ANTI,ANTI,Eastern Kingbird,2018-07-13 00:00:00,<= 50 Meters,Slight effect on count,05:49:00,False,Grassland,62.7000007629395,Visualization,False,5 - 7.5 min,Grassland,85757.0,Kimberly Serno,False,ANTI-0125,False,Tyrannus tyrannus,Undetermined,Grassland_Site,Partly Cloudy,05:39:00,,21.3999996185303,3,Light air movement (1-3 mph) smoke drifts,2018
AMRO,179759.0,ANTI,ANTI,American Robin,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,05:49:00,False,Grassland,62.7000007629395,Calling,False,2.5 - 5 min,Grassland,87136.0,Kimberly Serno,False,ANTI-0125,False,Turdus migratorius,Undetermined,Grassland_Site,Partly Cloudy,05:39:00,,21.3999996185303,3,Light air movement (1-3 mph) smoke drifts,2018
INBU,179150.0,ANTI,ANTI,Indigo Bunting,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,06:47:00,False,Grassland,73.0,Singing,True,0-2.5 min,Grassland,94257.0,Kimberly Serno,False,ANTI-0104,True,Passerina cyanea,Male,Grassland_Site,Partly Cloudy,06:37:00,,20.1000003814697,3,Light air movement (1-3 mph) smoke drifts,2018
FISP,179443.0,ANTI,ANTI,Field Sparrow,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,06:47:00,False,Grassland,73.0,Singing,True,0-2.5 min,Grassland,84790.0,Kimberly Serno,False,ANTI-0104,True,Spizella pusilla,Male,Grassland_Site,Partly Cloudy,06:37:00,,20.1000003814697,3,Light air movement (1-3 mph) smoke drifts,2018
GRSP,179333.0,ANTI,ANTI,Grasshopper Sparrow,2018-07-13 00:00:00,<= 50 Meters,Slight effect on count,06:47:00,False,Grassland,73.0,Singing,True,0-2.5 min,Grassland,83867.0,Kimberly Serno,False,ANTI-0104,False,Ammodramus savannarum,Male,Grassland_Site,Partly Cloudy,06:37:00,,20.1000003814697,3,Light air movement (1-3 mph) smoke drifts,2018
INBU,179150.0,ANTI,ANTI,Indigo Bunting,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,06:47:00,False,Grassland,73.0,Singing,True,0-2.5 min,Grassland,94257.0,Kimberly Serno,False,ANTI-0104,True,Passerina cyanea,Male,Grassland_Site,Partly Cloudy,06:37:00,,20.1000003814697,3,Light air movement (1-3 mph) smoke drifts,2018
YBCU,177831.0,ANTI,ANTI,Yellow-billed Cuckoo,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,06:47:00,False,Grassland,73.0,Calling,True,0-2.5 min,Grassland,89102.0,Kimberly Serno,False,ANTI-0104,False,Coccyzus americanus,Undetermined,Grassland_Site,Partly Cloudy,06:37:00,,20.1000003814697,3,Light air movement (1-3 mph) smoke drifts,2018
AMRO,179759.0,ANTI,ANTI,American Robin,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,06:47:00,False,Grassland,73.0,Calling,False,2.5 - 5 min,Grassland,87136.0,Kimberly Serno,False,ANTI-0104,False,Turdus migratorius,Undetermined,Grassland_Site,Partly Cloudy,06:37:00,,20.1000003814697,3,Light air movement (1-3 mph) smoke drifts,2018
FICR,179737.0,ANTI,ANTI,Fish Crow,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,06:47:00,False,Grassland,73.0,Calling,False,2.5 - 5 min,Grassland,87112.0,Kimberly Serno,False,ANTI-0104,False,Corvus ossifragus,Undetermined,Grassland_Site,Partly Cloudy,06:37:00,,20.1000003814697,3,Light air movement (1-3 mph) smoke drifts,2018
GRSP,179333.0,ANTI,ANTI,Grasshopper Sparrow,2018-07-13 00:00:00,<= 50 Meters,Slight effect on count,06:47:00,False,Grassland,73.0,Singing,True,0-2.5 min,Grassland,83867.0,Kimberly Serno,False,ANTI-0104,False,Ammodramus savannarum,Male,Grassland_Site,Partly Cloudy,06:37:00,,20.1000003814697,3,Light air movement (1-3 mph) smoke drifts,2018
NOCA,179124.0,ANTI,ANTI,Northern Cardinal,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,06:47:00,False,Grassland,73.0,Singing,False,5 - 7.5 min,Grassland,94228.0,Kimberly Serno,False,ANTI-0104,False,Cardinalis cardinalis,Undetermined,Grassland_Site,Partly Cloudy,06:37:00,,20.1000003814697,3,Light air movement (1-3 mph) smoke drifts,2018
NOMO,178620.0,ANTI,ANTI,Northern Mockingbird,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,06:47:00,False,Grassland,73.0,Singing,False,5 - 7.5 min,Grassland,88394.0,Kimberly Serno,False,ANTI-0104,False,Mimus polyglottos,Undetermined,Grassland_Site,Partly Cloudy,06:37:00,,20.1000003814697,3,Light air movement (1-3 mph) smoke drifts,2018
NOFL,178154.0,ANTI,ANTI,Northern Flicker,2018-07-13 00:00:00,<= 50 Meters,Slight effect on count,06:47:00,False,Grassland,73.0,Calling,False,7.5 - 10 min,Grassland,84820.0,Kimberly Serno,False,ANTI-0104,False,Colaptes auratus,Undetermined,Grassland_Site,Partly Cloudy,06:37:00,,20.1000003814697,3,Light air movement (1-3 mph) smoke drifts,2018
DOWO,178259.0,ANTI,ANTI,Downy Woodpecker,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,06:47:00,False,Grassland,73.0,Calling,False,5 - 7.5 min,Grassland,84936.0,Kimberly Serno,False,ANTI-0104,True,Picoides pubescens,Undetermined,Grassland_Site,Partly Cloudy,06:37:00,,20.1000003814697,3,Light air movement (1-3 mph) smoke drifts,2018
FISP,179443.0,ANTI,ANTI,Field Sparrow,2018-07-13 00:00:00,<= 50 Meters,Slight effect on count,06:47:00,False,Grassland,73.0,Singing,True,0-2.5 min,Grassland,84790.0,Kimberly Serno,False,ANTI-0104,True,Spizella pusilla,Male,Grassland_Site,Partly Cloudy,06:37:00,,20.1000003814697,3,Light air movement (1-3 mph) smoke drifts,2018
GRCA,178625.0,ANTI,ANTI,Gray Catbird,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,06:47:00,False,Grassland,73.0,Calling,True,0-2.5 min,Grassland,89977.0,Kimberly Serno,False,ANTI-0104,False,Dumetella carolinensis,Undetermined,Grassland_Site,Partly Cloudy,06:37:00,,20.1000003814697,3,Light air movement (1-3 mph) smoke drifts,2018
CARW,178581.0,ANTI,ANTI,Carolina Wren,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,06:47:00,False,Grassland,73.0,Singing,True,0-2.5 min,Grassland,88350.0,Kimberly Serno,False,ANTI-0104,False,Thryothorus ludovicianus,Undetermined,Grassland_Site,Partly Cloudy,06:37:00,,20.1000003814697,3,Light air movement (1-3 mph) smoke drifts,2018
INBU,179150.0,ANTI,ANTI,Indigo Bunting,2018-07-13 00:00:00,<= 50 Meters,Slight effect on count,06:31:00,False,Grassland,74.1999969482422,Singing,True,0-2.5 min,Grassland,94257.0,Kimberly Serno,False,ANTI-0103,True,Passerina cyanea,Male,Grassland_Site,Partly Cloudy,06:21:00,,19.2000007629395,3,Light air movement (1-3 mph) smoke drifts,2018
MODO,177125.0,ANTI,ANTI,Mourning Dove,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,06:31:00,False,Grassland,74.1999969482422,Calling,False,2.5 - 5 min,Grassland,82737.0,Kimberly Serno,False,ANTI-0103,False,Zenaida macroura,Undetermined,Grassland_Site,Partly Cloudy,06:21:00,,19.2000007629395,3,Light air movement (1-3 mph) smoke drifts,2018
MODO,177125.0,ANTI,ANTI,Mourning Dove,2018-07-13 00:00:00,<= 50 Meters,Slight effect on count,06:31:00,False,Grassland,74.1999969482422,Visualization,True,0-2.5 min,Grassland,82737.0,Kimberly Serno,False,ANTI-0103,False,Zenaida macroura,Undetermined,Grassland_Site,Partly Cloudy,06:21:00,,19.2000007629395,3,Light air movement (1-3 mph) smoke drifts,2018
MODO,177125.0,ANTI,ANTI,Mourning Dove,2018-07-13 00:00:00,<= 50 Meters,Slight effect on count,06:31:00,False,Grassland,74.1999969482422,Visualization,True,0-2.5 min,Grassland,82737.0,Kimberly Serno,False,ANTI-0103,False,Zenaida macroura,Undetermined,Grassland_Site,Partly Cloudy,06:21:00,,19.2000007629395,3,Light air movement (1-3 mph) smoke drifts,2018
NOMO,178620.0,ANTI,ANTI,Northern Mockingbird,2018-07-13 00:00:00,<= 50 Meters,Slight effect on count,06:31:00,False,Grassland,74.1999969482422,Singing,False,2.5 - 5 min,Grassland,88394.0,Kimberly Serno,False,ANTI-0103,False,Mimus polyglottos,Undetermined,Grassland_Site,Partly Cloudy,06:21:00,,19.2000007629395,3,Light air movement (1-3 mph) smoke drifts,2018
MODO,177125.0,ANTI,ANTI,Mourning Dove,2018-07-13 00:00:00,<= 50 Meters,Slight effect on count,06:31:00,False,Grassland,74.1999969482422,Visualization,False,2.5 - 5 min,Grassland,82737.0,Kimberly Serno,False,ANTI-0103,False,Zenaida macroura,Undetermined,Grassland_Site,Partly Cloudy,06:21:00,,19.2000007629395,3,Light air movement (1-3 mph) smoke drifts,2018
MODO,177125.0,ANTI,ANTI,Mourning Dove,2018-07-13 00:00:00,,Slight effect on count,06:31:00,True,Grassland,74.1999969482422,Visualization,False,2.5 - 5 min,Grassland,82737.0,Kimberly Serno,False,ANTI-0103,False,Zenaida macroura,Undetermined,Grassland_Site,Partly Cloudy,06:21:00,,19.2000007629395,3,Light air movement (1-3 mph) smoke drifts,2018
BLJA,179680.0,ANTI,ANTI,Blue Jay,2018-07-13 00:00:00,50 - 100 Meters,Slight effect on count,06:31:00,False,Grassland,74.1999969482422,Calling,False,2.5 - 5 min,Grassland,86252.0,Kimberly Serno,False,ANTI-0103,False,Cyanocitta cristata,Undetermined,Grassland_Site,Partly Cloudy,06:21:00,,19.2000007629395,3,Light air movement (1-3 mph) smoke drifts,2018
